<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.01.15	19:05:00	4608.54	4611.13	4608.19	4609.30	2130	0	20
2026.01.15	19:10:00	4609.31	4611.13	4609.31	4609.73	1810	0	20
2026.01.15	19:15:00	4609.70	4612.54	4607.70	4612.14	2282	0	20
2026.01.15	19:20:00	4612.14	4613.69	4611.16	4612.85	1946	0	20
2026.01.15	19:25:00	4612.83	4613.25	4610.48	4610.87	2341	0	20
2026.01.15	19:30:00	4610.86	4614.20	4610.28	4613.94	2182	0	20
2026.01.15	19:35:00	4613.95	4616.57	4613.62	4614.79	1993	0	20
2026.01.15	19:40:00	4614.75	4615.19	4613.39	4614.45	2370	0	20
2026.01.15	19:45:00	4614.45	4616.88	4613.87	4615.18	2503	0	20
2026.01.15	19:50:00	4615.19	4615.99	4613.79	4614.02	2180	0	20
2026.01.15	19:55:00	4614.01	4616.70	4613.67	4616.53	2601	0	20
2026.01.15	20:00:00	4616.53	4620.32	4616.47	4619.00	2372	0	20
2026.01.15	20:05:00	4619.00	4619.70	4616.36	4618.27	2239	0	20
2026.01.15	20:10:00	4618.27	4619.90	4617.59	4617.86	2298	0	20
2026.01.15	20:15:00	4617.86	4620.07	4617.30	4619.14	2059	0	20
2026.01.15	20:20:00	4619.13	4621.13	4618.35	4619.55	2682	0	20
2026.01.15	20:25:00	4619.57	4621.07	4618.06	4619.41	2434	0	20
2026.01.15	20:30:00	4619.42	4619.42	4613.57	4616.32	2302	0	20
2026.01.15	20:35:00	4616.31	4618.61	4616.29	4618.02	1885	0	20
2026.01.15	20:40:00	4618.02	4618.20	4614.16	4615.55	2398	0	20
2026.01.15	20:45:00	4615.54	4619.66	4615.42	4618.73	1999	0	20
2026.01.15	20:50:00	4618.73	4619.03	4615.92	4616.33	1911	0	20
2026.01.15	20:55:00	4616.33	4617.58	4616.00	4617.56	1718	0	20
2026.01.15	21:00:00	4617.56	4620.12	4617.44	4619.12	1972	0	20
2026.01.15	21:05:00	4619.17	4621.37	4618.07	4621.23	2351	0	20
2026.01.15	21:10:00	4621.22	4621.49	4618.83	4619.00	1977	0	20
2026.01.15	21:15:00	4619.00	4619.81	4617.58	4619.42	1839	0	20
2026.01.15	21:20:00	4619.43	4619.93	4618.73	4619.60	1546	0	20
2026.01.15	21:25:00	4619.60	4620.56	4618.06	4618.20	1628	0	20
2026.01.15	21:30:00	4618.17	4618.80	4616.95	4618.11	1979	0	20
2026.01.15	21:35:00	4618.11	4619.11	4615.20	4616.21	1656	0	20
2026.01.15	21:40:00	4616.21	4617.14	4615.76	4616.88	1904	0	20
2026.01.15	21:45:00	4616.87	4617.20	4615.33	4615.82	1722	0	20
2026.01.15	21:50:00	4615.82	4616.30	4615.33	4615.99	1345	0	20
2026.01.15	21:55:00	4615.99	4616.37	4612.74	4615.85	2207	0	20
2026.01.15	22:00:00	4615.86	4616.28	4612.62	4613.99	1976	0	20
2026.01.15	22:05:00	4613.98	4614.92	4605.70	4605.81	2152	0	20
2026.01.15	22:10:00	4605.86	4608.65	4604.10	4605.71	2662	0	20
2026.01.15	22:15:00	4605.71	4608.70	4600.75	4601.76	2851	0	20
2026.01.15	22:20:00	4601.74	4605.88	4601.35	4603.32	2784	0	20
2026.01.15	22:25:00	4603.32	4605.11	4600.96	4604.94	2710	0	20
2026.01.15	22:30:00	4604.91	4607.95	4603.72	4607.43	2428	0	20
2026.01.15	22:35:00	4607.42	4609.30	4604.96	4606.89	2491	0	20
2026.01.15	22:40:00	4606.90	4608.64	4605.55	4608.02	2270	0	20
2026.01.15	22:45:00	4608.04	4609.04	4604.17	4605.81	2424	0	20
2026.01.15	22:50:00	4605.81	4607.20	4604.44	4605.59	2399	0	20
2026.01.15	22:55:00	4605.59	4607.01	4603.43	4605.74	2490	0	20
2026.01.15	23:00:00	4605.76	4610.05	4604.48	4608.34	1624	0	20
2026.01.15	23:05:00	4608.34	4612.15	4608.34	4610.47	1613	0	20
2026.01.15	23:10:00	4610.47	4612.12	4610.23	4612.11	1384	0	20
2026.01.15	23:15:00	4612.11	4613.80	4611.27	4613.65	1449	0	20
2026.01.15	23:20:00	4613.65	4614.27	4612.97	4613.98	1052	0	20
2026.01.15	23:25:00	4613.99	4615.62	4613.65	4614.24	1187	0	20
2026.01.15	23:30:00	4614.26	4615.48	4614.24	4615.42	825	0	20
2026.01.15	23:35:00	4615.42	4615.54	4613.73	4613.74	922	0	20
2026.01.15	23:40:00	4613.74	4615.69	4613.63	4615.69	795	0	20
2026.01.15	23:45:00	4615.70	4616.43	4614.61	4614.83	1187	0	20
2026.01.15	23:50:00	4614.83	4615.69	4613.64	4615.18	827	0	20
2026.01.15	23:55:00	4615.17	4615.75	4614.57	4615.61	651	0	20
2026.01.16	01:00:00	4615.97	4619.66	4615.97	4618.70	1174	0	20
2026.01.16	01:05:00	4618.70	4620.95	4616.79	4618.85	1053	0	20
2026.01.16	01:10:00	4618.82	4619.43	4613.65	4614.08	1299	0	20
2026.01.16	01:15:00	4614.11	4615.12	4612.72	4613.62	1836	0	20
2026.01.16	01:20:00	4613.61	4614.85	4611.79	4612.26	1333	0	20
2026.01.16	01:25:00	4612.26	4613.04	4608.78	4608.97	1760	0	20
2026.01.16	01:30:00	4608.97	4611.17	4607.25	4607.66	1939	0	20
2026.01.16	01:35:00	4607.69	4611.05	4607.47	4608.96	1486	0	20
2026.01.16	01:40:00	4608.97	4610.03	4607.06	4608.25	1319	0	20
2026.01.16	01:45:00	4608.25	4608.56	4606.37	4606.68	1782	0	20
2026.01.16	01:50:00	4606.71	4608.29	4606.41	4608.07	1298	0	20
2026.01.16	01:55:00	4608.07	4610.83	4607.22	4610.26	1406	0	20
2026.01.16	02:00:00	4610.26	4610.32	4606.13	4606.87	1714	0	20
2026.01.16	02:05:00	4606.81	4608.35	4603.38	4604.98	1410	0	20
2026.01.16	02:10:00	4604.99	4606.73	4604.77	4605.81	1211	0	20
2026.01.16	02:15:00	4605.80	4610.13	4605.39	4608.21	1379	0	20
2026.01.16	02:20:00	4608.21	4611.36	4606.41	4606.61	1246	0	20
2026.01.16	02:25:00	4606.60	4607.97	4606.19	4607.70	1184	0	20
2026.01.16	02:30:00	4607.70	4608.11	4602.33	4603.91	1762	0	20
2026.01.16	02:35:00	4603.85	4604.18	4601.73	4603.00	2521	0	20
2026.01.16	02:40:00	4602.98	4603.86	4601.04	4601.38	2647	0	20
2026.01.16	02:45:00	4601.39	4601.74	4599.92	4600.94	2342	0	20
2026.01.16	02:50:00	4600.93	4600.93	4598.56	4599.95	1896	0	20
2026.01.16	02:55:00	4599.96	4602.04	4599.82	4600.08	2540	0	20
2026.01.16	03:00:00	4600.03	4600.15	4593.96	4599.11	3521	0	20
2026.01.16	03:05:00	4599.11	4604.23	4596.21	4604.19	3167	0	20
2026.01.16	03:10:00	4604.19	4604.99	4600.76	4603.75	3126	0	20
2026.01.16	03:15:00	4603.76	4605.13	4600.01	4603.15	2597	0	20
2026.01.16	03:20:00	4603.15	4604.91	4601.93	4604.91	2392	0	20
2026.01.16	03:25:00	4604.87	4607.31	4603.45	4606.12	2902	0	20
2026.01.16	03:30:00	4606.13	4607.53	4601.52	4602.07	2625	0	20
2026.01.16	03:35:00	4602.08	4607.39	4601.81	4605.51	2236	0	20
2026.01.16	03:40:00	4605.58	4608.54	4604.85	4605.19	2481	0	20
2026.01.16	03:45:00	4605.17	4605.47	4602.54	4603.07	2611	0	20
2026.01.16	03:50:00	4603.07	4604.34	4600.40	4601.71	2626	0	20
2026.01.16	03:55:00	4601.69	4602.93	4599.20	4600.58	2552	0	20
2026.01.16	04:00:00	4600.55	4603.47	4598.78	4600.76	2976	0	20
2026.01.16	04:05:00	4600.91	4603.64	4599.86	4603.33	2571	0	20
2026.01.16	04:10:00	4603.33	4603.33	4597.56	4598.22	2772	0	20
2026.01.16	04:15:00	4598.24	4602.92	4596.99	4601.38	2277	0	20
2026.01.16	04:20:00	4601.38	4604.31	4600.99	4603.28	2345	0	20
2026.01.16	04:25:00	4603.27	4603.67	4599.04	4600.00	2110	0	20
2026.01.16	04:30:00	4599.99	4600.98	4594.12	4594.56	3317	0	20
2026.01.16	04:35:00	4594.57	4595.49	4591.34	4594.57	3575	0	20
2026.01.16	04:40:00	4594.61	4596.03	4594.09	4595.94	2677	0	20
2026.01.16	04:45:00	4595.94	4598.53	4594.91	4596.40	2794	0	20
2026.01.16	04:50:00	4596.38	4598.31	4592.48	4592.48	2556	0	20
2026.01.16	04:55:00	4592.48	4595.12	4591.87	4594.92	2508	0	20
2026.01.16	05:00:00	4594.91	4598.21	4594.47	4597.02	2590	0	20
2026.01.16	05:05:00	4597.05	4599.18	4595.98	4598.29	2459	0	20
2026.01.16	05:10:00	4598.29	4599.35	4597.87	4598.61	2308	0	20
2026.01.16	05:15:00	4598.60	4599.81	4597.62	4598.65	2245	0	20
2026.01.16	05:20:00	4598.67	4599.19	4596.08	4597.16	2238	0	20
2026.01.16	05:25:00	4597.16	4597.71	4595.29	4595.56	1844	0	20
2026.01.16	05:30:00	4595.50	4596.13	4592.81	4593.12	1797	0	20
2026.01.16	05:35:00	4593.13	4597.07	4592.94	4596.94	1390	0	20
2026.01.16	05:40:00	4596.92	4597.36	4595.61	4596.29	1266	0	20
2026.01.16	05:45:00	4596.29	4597.49	4595.15	4595.77	1693	0	20
2026.01.16	05:50:00	4595.77	4596.93	4595.60	4596.73	1126	0	20
2026.01.16	05:55:00	4596.75	4597.23	4595.82	4596.39	1460	0	20
2026.01.16	06:00:00	4596.38	4598.63	4596.08	4597.98	1212	0	20
2026.01.16	06:05:00	4597.97	4599.02	4597.37	4598.64	1313	0	20
2026.01.16	06:10:00	4598.64	4599.63	4598.29	4598.60	1236	0	20
2026.01.16	06:15:00	4598.59	4600.41	4598.51	4600.32	1114	0	20
2026.01.16	06:20:00	4600.32	4601.33	4598.44	4598.81	1480	0	20
2026.01.16	06:25:00	4598.80	4599.27	4598.24	4598.58	1070	0	20
2026.01.16	06:30:00	4598.58	4598.81	4597.29	4598.20	1197	0	20
2026.01.16	06:35:00	4598.18	4599.96	4597.57	4599.75	1177	0	20
2026.01.16	06:40:00	4599.75	4600.91	4599.30	4599.92	1143	0	20
2026.01.16	06:45:00	4599.93	4601.05	4599.71	4599.86	1093	0	20
2026.01.16	06:50:00	4599.85	4600.34	4598.95	4600.32	1158	0	20
2026.01.16	06:55:00	4600.33	4602.02	4600.28	4601.14	1065	0	20
2026.01.16	07:00:00	4601.15	4601.46	4599.55	4599.92	1113	0	20
2026.01.16	07:05:00	4599.92	4600.31	4599.27	4599.51	1134	0	20
2026.01.16	07:10:00	4599.49	4599.83	4595.31	4596.51	1509	0	20
2026.01.16	07:15:00	4596.51	4598.27	4595.49	4597.75	1480	0	20
2026.01.16	07:20:00	4597.76	4600.60	4597.63	4600.36	1352	0	20
2026.01.16	07:25:00	4600.36	4601.55	4600.28	4601.28	1342	0	20
2026.01.16	07:30:00	4601.27	4603.58	4596.45	4598.73	2890	0	20
2026.01.16	07:35:00	4598.71	4604.02	4598.48	4603.35	2443	0	20
2026.01.16	07:40:00	4603.34	4606.94	4603.00	4606.93	2293	0	20
2026.01.16	07:45:00	4606.93	4612.99	4606.71	4611.62	2849	0	20
2026.01.16	07:50:00	4611.62	4613.48	4610.94	4612.19	2127	0	20
2026.01.16	07:55:00	4612.19	4616.12	4611.26	4611.55	2423	0	20
2026.01.16	08:00:00	4611.55	4612.31	4606.79	4607.26	2597	0	20
2026.01.16	08:05:00	4607.26	4609.17	4606.37	4607.81	2342	0	20
2026.01.16	08:10:00	4607.82	4608.01	4604.07	4604.75	2733	0	20
2026.01.16	08:15:00	4604.89	4607.03	4603.59	4605.78	2709	0	20
2026.01.16	08:20:00	4605.80	4609.14	4605.80	4608.31	2416	0	20
2026.01.16	08:25:00	4608.31	4608.41	4604.54	4604.54	2226	0	20
2026.01.16	08:30:00	4604.55	4608.08	4602.51	4606.21	2435	0	20
2026.01.16	08:35:00	4606.20	4606.85	4604.24	4605.23	1661	0	20
2026.01.16	08:40:00	4605.24	4605.59	4595.73	4596.03	2447	0	20
2026.01.16	08:45:00	4596.03	4598.84	4594.12	4596.74	3029	0	20
2026.01.16	08:50:00	4596.75	4598.92	4595.01	4596.90	2624	0	20
2026.01.16	08:55:00	4596.86	4599.23	4596.76	4598.16	2010	0	20
2026.01.16	09:00:00	4598.15	4601.31	4596.86	4601.09	1865	0	20
2026.01.16	09:05:00	4601.09	4606.38	4601.07	4606.29	1722	0	20
2026.01.16	09:10:00	4606.27	4612.01	4606.10	4610.10	2047	0	20
2026.01.16	09:15:00	4610.10	4610.14	4607.36	4609.06	1780	0	20
2026.01.16	09:20:00	4609.06	4609.22	4604.91	4605.85	1726	0	20
2026.01.16	09:25:00	4605.83	4606.94	4604.96	4605.99	1621	0	20
2026.01.16	09:30:00	4605.98	4607.45	4603.57	4606.94	2053	0	20
2026.01.16	09:35:00	4606.94	4611.94	4606.72	4607.41	2397	0	20
2026.01.16	09:40:00	4607.41	4608.13	4601.07	4602.99	1859	0	20
2026.01.16	09:45:00	4602.88	4609.62	4601.83	4608.00	2017	0	20
2026.01.16	09:50:00	4608.09	4608.95	4606.71	4607.67	1351	0	20
2026.01.16	09:55:00	4607.65	4609.18	4607.16	4607.57	1384	0	20
2026.01.16	10:00:00	4607.55	4610.49	4605.49	4608.36	1949	0	20
2026.01.16	10:05:00	4608.36	4609.00	4605.25	4605.64	1431	0	20
2026.01.16	10:10:00	4605.65	4608.60	4604.88	4605.07	1498	0	20
2026.01.16	10:15:00	4605.07	4607.71	4604.70	4607.36	1384	0	20
2026.01.16	10:20:00	4607.38	4609.65	4605.40	4609.61	1761	0	20
2026.01.16	10:25:00	4609.60	4610.68	4607.19	4607.36	1795	0	20
2026.01.16	10:30:00	4607.35	4609.00	4606.08	4606.23	1584	0	20
2026.01.16	10:35:00	4606.23	4606.57	4603.59	4605.33	1554	0	20
2026.01.16	10:40:00	4605.32	4605.53	4602.07	4602.15	1476	0	20
2026.01.16	10:45:00	4602.16	4603.16	4601.30	4602.86	1560	0	20
2026.01.16	10:50:00	4602.86	4607.25	4602.36	4606.32	1508	0	20
2026.01.16	10:55:00	4606.34	4607.41	4602.60	4603.20	1553	0	20
2026.01.16	11:00:00	4603.20	4604.94	4602.31	4604.92	1636	0	20
2026.01.16	11:05:00	4604.92	4608.44	4604.68	4605.93	1771	0	20
2026.01.16	11:10:00	4605.93	4606.24	4604.39	4604.88	1471	0	20
2026.01.16	11:15:00	4604.89	4605.03	4602.10	4603.52	1492	0	20
2026.01.16	11:20:00	4603.53	4604.29	4601.05	4601.59	1384	0	20
2026.01.16	11:25:00	4601.57	4601.95	4599.69	4601.16	1350	0	20
2026.01.16	11:30:00	4601.14	4601.66	4598.95	4599.91	1058	0	20
2026.01.16	11:35:00	4599.87	4600.75	4599.17	4600.61	1047	0	20
2026.01.16	11:40:00	4600.61	4603.54	4599.78	4603.49	1142	0	20
2026.01.16	11:45:00	4603.48	4603.50	4601.42	4601.55	1032	0	20
2026.01.16	11:50:00	4601.54	4601.80	4600.32	4601.20	1409	0	20
2026.01.16	11:55:00	4601.19	4602.22	4600.43	4600.72	1214	0	20
2026.01.16	12:00:00	4600.72	4605.22	4600.55	4604.94	1295	0	20
2026.01.16	12:05:00	4604.94	4605.80	4603.08	4604.36	1490	0	20
2026.01.16	12:10:00	4604.35	4607.90	4604.35	4606.97	1309	0	20
2026.01.16	12:15:00	4606.96	4609.80	4606.80	4608.90	1400	0	20
2026.01.16	12:20:00	4608.91	4610.88	4607.59	4610.67	1370	0	20
2026.01.16	12:25:00	4610.67	4611.12	4607.47	4607.52	1156	0	20
2026.01.16	12:30:00	4607.48	4609.33	4606.98	4608.71	1129	0	20
2026.01.16	12:35:00	4608.67	4608.94	4607.66	4607.97	1077	0	20
2026.01.16	12:40:00	4607.97	4608.03	4606.83	4607.51	1052	0	20
2026.01.16	12:45:00	4607.48	4608.61	4607.31	4607.94	1241	0	20
2026.01.16	12:50:00	4607.91	4608.49	4602.94	4603.72	1619	0	20
2026.01.16	12:55:00	4603.72	4604.68	4599.77	4600.19	1710	0	20
2026.01.16	13:00:00	4600.19	4602.64	4598.57	4601.32	1998	0	20
2026.01.16	13:05:00	4601.35	4602.13	4598.91	4601.90	1623	0	20
2026.01.16	13:10:00	4601.91	4606.68	4601.34	4606.46	1633	0	20
2026.01.16	13:15:00	4606.46	4609.24	4605.48	4609.06	1486	0	20
2026.01.16	13:20:00	4609.05	4610.25	4608.48	4609.79	1476	0	20
2026.01.16	13:25:00	4609.82	4611.51	4608.66	4611.17	1309	0	20
2026.01.16	13:30:00	4611.18	4613.26	4609.61	4613.12	1542	0	20
2026.01.16	13:35:00	4613.12	4613.96	4611.88	4612.85	1386	0	20
2026.01.16	13:40:00	4612.83	4615.84	4612.75	4615.53	1381	0	20
2026.01.16	13:45:00	4615.52	4615.95	4612.61	4613.63	1451	0	20
2026.01.16	13:50:00	4613.62	4614.67	4612.87	4613.77	1145	0	20
2026.01.16	13:55:00	4613.78	4614.66	4612.38	4612.51	1306	0	20
2026.01.16	14:00:00	4612.51	4612.75	4610.15	4610.18	1881	0	20
2026.01.16	14:05:00	4610.17	4612.35	4609.31	4610.24	1466	0	20
2026.01.16	14:10:00	4610.24	4611.81	4609.84	4610.91	1373	0	20
2026.01.16	14:15:00	4610.90	4612.96	4610.41	4611.94	1156	0	20
2026.01.16	14:20:00	4611.94	4612.44	4605.22	4605.86	1660	0	20
2026.01.16	14:25:00	4605.86	4607.66	4604.75	4606.41	1679	0	20
2026.01.16	14:30:00	4606.41	4606.76	4602.59	4603.34	1689	0	20
2026.01.16	14:35:00	4603.34	4604.13	4602.21	4603.54	1583	0	20
2026.01.16	14:40:00	4603.51	4605.28	4602.54	4603.40	1740	0	20
2026.01.16	14:45:00	4603.41	4605.26	4602.08	4604.87	1601	0	20
2026.01.16	14:50:00	4604.90	4605.02	4597.57	4600.25	2019	0	20
2026.01.16	14:55:00	4600.25	4603.42	4598.61	4601.78	2126	0	20
2026.01.16	15:00:00	4601.84	4605.54	4598.02	4598.54	3560	0	20
2026.01.16	15:05:00	4598.59	4603.27	4597.04	4597.04	3148	0	20
2026.01.16	15:10:00	4597.20	4598.56	4594.61	4596.28	3013	0	20
2026.01.16	15:15:00	4596.28	4597.71	4583.38	4587.39	3612	0	20
2026.01.16	15:20:00	4587.45	4593.29	4583.20	4590.69	3483	0	20
2026.01.16	15:25:00	4590.69	4593.50	4582.65	4586.92	3539	0	20
2026.01.16	15:30:00	4586.93	4596.56	4585.42	4594.86	3583	0	20
2026.01.16	15:35:00	4594.85	4598.88	4591.02	4591.83	3314	0	20
2026.01.16	15:40:00	4591.84	4601.37	4590.95	4599.51	3069	0	20
2026.01.16	15:45:00	4599.51	4602.28	4597.06	4601.80	2722	0	20
2026.01.16	15:50:00	4601.79	4602.69	4597.21	4598.56	2782	0	20
2026.01.16	15:55:00	4598.54	4602.97	4598.43	4601.91	2569	0	20
2026.01.16	16:00:00	4601.92	4603.73	4598.45	4603.64	2876	0	20
2026.01.16	16:05:00	4603.65	4607.27	4603.29	4603.78	2953	0	20
2026.01.16	16:10:00	4603.78	4608.66	4602.69	4607.16	2550	0	20
2026.01.16	16:15:00	4607.17	4609.44	4604.49	4604.63	2482	0	20
2026.01.16	16:20:00	4604.61	4605.92	4602.05	4602.19	2510	0	20
2026.01.16	16:25:00	4602.21	4605.39	4598.39	4599.19	2489	0	20
2026.01.16	16:30:00	4599.12	4606.94	4596.23	4606.88	3649	0	20
2026.01.16	16:35:00	4606.82	4611.61	4604.43	4604.89	3490	0	20
2026.01.16	16:40:00	4604.91	4610.45	4604.71	4608.76	3424	0	20
2026.01.16	16:45:00	4608.74	4614.53	4607.25	4613.80	3449	0	20
2026.01.16	16:50:00	4613.84	4614.69	4609.64	4613.43	3366	0	20
2026.01.16	16:55:00	4613.50	4613.72	4607.54	4607.92	3235	0	20
2026.01.16	17:00:00	4607.91	4615.52	4607.63	4614.99	3299	0	20
2026.01.16	17:05:00	4614.97	4620.30	4614.97	4617.21	3379	0	20
2026.01.16	17:10:00	4617.17	4619.01	4615.05	4616.03	3068	0	20
2026.01.16	17:15:00	4616.11	4617.57	4601.55	4601.74	3204	0	20
2026.01.16	17:20:00	4601.52	4611.10	4588.57	4588.62	4331	0	20
2026.01.16	17:25:00	4588.65	4592.87	4564.75	4565.15	4665	0	20
2026.01.16	17:30:00	4564.99	4570.28	4536.78	4544.45	4854	0	20
2026.01.16	17:35:00	4544.42	4555.59	4538.38	4548.26	4651	0	20
2026.01.16	17:40:00	4548.16	4556.68	4544.21	4555.39	4444	0	20
2026.01.16	17:45:00	4555.41	4572.15	4555.41	4570.55	4232	0	20
2026.01.16	17:50:00	4570.56	4572.34	4560.42	4570.46	4141	0	20
2026.01.16	17:55:00	4570.45	4575.42	4567.10	4571.23	3888	0	20
2026.01.16	18:00:00	4571.27	4579.80	4568.00	4578.88	3921	0	20
2026.01.16	18:05:00	4578.91	4590.25	4578.21	4586.53	3882	0	20
2026.01.16	18:10:00	4586.60	4593.08	4583.83	4592.79	3579	0	20
2026.01.16	18:15:00	4592.96	4594.57	4584.40	4590.51	3711	0	20
2026.01.16	18:20:00	4590.51	4594.97	4586.73	4591.46	3387	0	20
2026.01.16	18:25:00	4591.48	4596.41	4589.08	4591.57	3256	0	20
2026.01.16	18:30:00	4591.76	4595.32	4588.20	4589.81	3172	0	20
2026.01.16	18:35:00	4589.81	4598.06	4589.81	4594.43	2894	0	20
2026.01.16	18:40:00	4594.43	4598.96	4594.04	4596.17	3003	0	20
2026.01.16	18:45:00	4596.16	4597.36	4585.70	4586.84	3124	0	20
2026.01.16	18:50:00	4586.84	4589.34	4581.98	4584.96	3361	0	20
2026.01.16	18:55:00	4585.02	4593.55	4584.11	4591.35	3046	0	20
2026.01.16	19:00:00	4591.34	4591.78	4586.54	4588.27	2923	0	20
2026.01.16	19:05:00	4588.34	4593.13	4585.16	4589.75	2701	0	20
2026.01.16	19:10:00	4589.75	4593.04	4588.80	4590.69	2458	0	20
2026.01.16	19:15:00	4590.70	4590.87	4584.37	4584.41	2641	0	20
2026.01.16	19:20:00	4584.37	4586.54	4578.66	4584.54	2937	0	20
2026.01.16	19:25:00	4584.55	4584.55	4576.83	4578.58	2786	0	20
2026.01.16	19:30:00	4578.59	4584.90	4577.02	4583.41	2842	0	20
2026.01.16	19:35:00	4583.43	4586.61	4582.25	4585.10	2435	0	20
2026.01.16	19:40:00	4585.11	4585.88	4580.53	4580.73	2184	0	20
2026.01.16	19:45:00	4580.72	4582.30	4578.78	4580.89	2377	0	20
2026.01.16	19:50:00	4580.88	4583.59	4580.60	4581.92	2110	0	20
2026.01.16	19:55:00	4581.85	4582.87	4580.35	4581.38	2398	0	20
2026.01.16	20:00:00	4581.39	4589.02	4580.06	4587.72	2651	0	20
2026.01.16	20:05:00	4587.71	4588.11	4582.78	4585.35	2696	0	20
2026.01.16	20:10:00	4585.35	4586.08	4581.91	4584.39	2294	0	20
2026.01.16	20:15:00	4584.40	4586.53	4581.77	4584.77	2203	0	20
2026.01.16	20:20:00	4584.77	4590.56	4584.53	4588.26	2402	0	20
2026.01.16	20:25:00	4588.26	4591.70	4587.94	4590.01	2376	0	20
2026.01.16	20:30:00	4589.95	4596.12	4588.53	4594.16	2659	0	20
2026.01.16	20:35:00	4594.16	4594.71	4591.38	4593.06	2137	0	20
2026.01.16	20:40:00	4593.04	4596.04	4592.68	4595.27	2197	0	20
2026.01.16	20:45:00	4595.28	4595.89	4587.03	4589.28	2304	0	20
2026.01.16	20:50:00	4589.28	4590.24	4587.07	4587.79	2146	0	20
2026.01.16	20:55:00	4587.80	4588.11	4582.24	4582.64	2516	0	20
2026.01.16	21:00:00	4582.64	4585.51	4580.90	4585.50	2431	0	20
2026.01.16	21:05:00	4585.51	4588.23	4584.20	4584.44	2310	0	20
2026.01.16	21:10:00	4584.42	4585.53	4582.37	4583.94	2226	0	20
2026.01.16	21:15:00	4583.99	4585.99	4580.90	4583.63	2191	0	20
2026.01.16	21:20:00	4583.62	4586.17	4581.49	4585.28	2116	0	20
2026.01.16	21:25:00	4585.27	4585.29	4583.39	4584.04	1813	0	20
2026.01.16	21:30:00	4584.03	4588.17	4583.92	4588.17	2152	0	20
2026.01.16	21:35:00	4588.19	4589.94	4587.55	4588.67	1953	0	20
2026.01.16	21:40:00	4588.66	4591.74	4588.25	4589.34	1992	0	20
2026.01.16	21:45:00	4589.35	4590.67	4588.48	4589.82	1822	0	20
2026.01.16	21:50:00	4589.82	4592.31	4588.50	4591.03	2044	0	20
2026.01.16	21:55:00	4591.04	4592.44	4589.95	4590.58	2072	0	20
2026.01.16	22:00:00	4590.59	4595.04	4588.87	4594.69	2025	0	20
2026.01.16	22:05:00	4594.67	4595.86	4592.96	4594.72	1722	0	20
2026.01.16	22:10:00	4594.72	4594.74	4591.64	4593.18	1765	0	20
2026.01.16	22:15:00	4593.11	4593.18	4589.35	4589.64	1783	0	20
2026.01.16	22:20:00	4589.66	4590.81	4588.66	4589.56	1718	0	20
2026.01.16	22:25:00	4589.56	4589.85	4587.66	4588.26	1546	0	20
2026.01.16	22:30:00	4588.29	4588.29	4580.80	4583.94	2465	0	20
2026.01.16	22:35:00	4583.95	4586.77	4582.90	4585.28	2303	0	20
2026.01.16	22:40:00	4585.27	4587.07	4584.18	4584.21	2154	0	20
2026.01.16	22:45:00	4584.22	4585.79	4583.99	4585.66	1961	0	20
2026.01.16	22:50:00	4585.67	4589.07	4585.09	4588.90	2288	0	20
2026.01.16	22:55:00	4588.89	4588.92	4581.52	4581.93	2760	0	20
2026.01.16	23:00:00	4581.90	4584.99	4581.90	4582.60	1631	0	20
2026.01.16	23:05:00	4582.60	4583.81	4582.36	4583.50	1676	0	20
2026.01.16	23:10:00	4583.51	4586.68	4583.38	4586.49	1720	0	20
2026.01.16	23:15:00	4586.50	4598.37	4586.29	4598.12	2125	0	20
2026.01.16	23:20:00	4598.11	4598.12	4593.21	4593.30	1536	0	20
2026.01.16	23:25:00	4593.29	4593.47	4591.39	4592.39	1452	0	20
2026.01.16	23:30:00	4592.37	4593.48	4591.73	4592.04	898	0	20
2026.01.16	23:35:00	4592.04	4595.40	4591.92	4594.97	1089	0	20
2026.01.16	23:40:00	4595.02	4595.79	4593.64	4594.52	1038	0	20
2026.01.16	23:45:00	4594.51	4595.92	4594.26	4594.84	1088	0	20
2026.01.16	23:50:00	4594.83	4596.05	4594.46	4595.59	976	0	20
2026.01.16	23:55:00	4595.60	4595.87	4595.13	4595.81	320	0	20
2026.01.19	01:00:00	4628.02	4650.87	4620.23	4648.91	3117	0	20
2026.01.19	01:05:00	4649.02	4662.55	4647.16	4654.79	3213	0	20
2026.01.19	01:10:00	4654.81	4658.77	4653.82	4654.28	2746	0	20
2026.01.19	01:15:00	4654.27	4669.26	4653.96	4663.35	3347	0	20
2026.01.19	01:20:00	4663.35	4675.90	4660.92	4672.98	3144	0	20
2026.01.19	01:25:00	4672.97	4684.34	4672.02	4678.52	3145	0	20
2026.01.19	01:30:00	4678.69	4690.70	4676.44	4676.57	3315	0	20
2026.01.19	01:35:00	4676.63	4680.46	4672.88	4674.28	2982	0	20
2026.01.19	01:40:00	4674.27	4675.07	4663.93	4671.70	3126	0	20
2026.01.19	01:45:00	4671.68	4675.06	4663.80	4666.06	2603	0	20
2026.01.19	01:50:00	4666.06	4673.31	4664.51	4672.22	2292	0	20
2026.01.19	01:55:00	4672.23	4677.52	4670.76	4672.67	1971	0	20
2026.01.19	02:00:00	4672.68	4676.14	4668.58	4668.74	2356	0	20
